question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q01826,How would you architect a highly secure payment gateway using Database Design with a globally distributed team?,System Design,Database Design,Scalability|API Design,EXP-ML E-SEN,Senior,Easy,2,Understand,Case Study,10,ESCO.269,ONET.623,system design|database design|easy,Medium,Low,False,
Q01827,How would you architect an offline-first mobile app backing service using API Design with limited budget for cloud resources?,System Design,API Design,Security|Scalability,EXP-DEVO-SEN,Senior,Expert,5,Apply,Situational,12,ESCO.683,ONET.479,system design|api design|expert,High,Low,False,
Q01828,How would you architect a realtime data pipeline using Docker with a globally distributed team?,Technical,Docker,JavaScript|Java,EXP-FRON-MID,Mid,Hard,4,Apply,Behavioral,11,ESCO.329,ONET.739,technical|docker|hard,Low,Low,False,
Q01829,How do you set priorities when everything seems urgent?,Soft Skills,Leadership,Time Management|Conflict Resolution,EXP-DATA-JUN,Junior,Easy,2,Evaluate,Behavioral,4,ESCO.406,ONET.952,soft skills|leadership|easy,High,Low,False,
Q01830,"How do you manage your energy across a long, stressful delivery period?",Soft Skills,Time Management,Time Management|Conflict Resolution,EXP-ML E-SEN,Senior,Medium,3,Remember,Behavioral,7,ESCO.158,ONET.293,soft skills|time management|medium,Medium,Low,False,
Q01831,How would you implement a realtime data pipeline using React with a hard deadline of two weeks?,Technical,React,AWS|Node.js,EXP-CLOU-JUN,Junior,Expert,5,Understand,Situational,13,ESCO.955,ONET.913,technical|react|expert,Medium,Low,False,
Q01832,Tell me about a time you had to find a compromise between two strong technical opinions.,Soft Skills,Conflict Resolution,Time Management|Conflict Resolution,EXP-BACK-JUN,Junior,Easy,2,Create,Behavioral,7,ESCO.936,ONET.589,soft skills|conflict resolution|easy,Low,Low,False,
Q01833,How would you architect a resource-constrained IoT ecosystem using JavaScript with a hard deadline of two weeks?,Technical,JavaScript,Kubernetes|JavaScript,EXP-CLOU-MID,Mid,Easy,2,Understand,Situational,14,ESCO.847,ONET.338,technical|javascript|easy,Low,Low,False,
Q01834,How would you implement a realtime data pipeline using E-commerce under strict memory constraints?,Domain Knowledge,E-commerce,SaaS|EdTech,EXP-FRON-SEN,Senior,Expert,5,Remember,Technical,10,ESCO.344,ONET.397,domain knowledge|e-commerce|expert,Medium,Low,False,
Q01835,How have you adjusted your working style when the team culture was very different from what you were used to?,Soft Skills,Adaptability,Leadership|Communication,EXP-SOFT-MID,Mid,Easy,2,Apply,Behavioral,11,ESCO.135,ONET.266,soft skills|adaptability|easy,Low,Low,False,Culture
Q01836,How would you troubleshoot a distributed microservices architecture using Database Design with a hard deadline of two weeks?,System Design,Database Design,Database Design|Microservices,EXP-CLOU-SEN,Senior,Easy,2,Create,Behavioral,11,ESCO.257,ONET.171,system design|database design|easy,Low,Low,False,
Q01837,How would you migrate a legacy monolithic system using SaaS with a hard deadline of two weeks?,Domain Knowledge,SaaS,SaaS|Fintech,EXP-DEVO-JUN,Junior,Easy,2,Analyze,Behavioral,3,ESCO.978,ONET.770,domain knowledge|saas|easy,Low,Low,False,
Q01838,How would you architect a highly secure payment gateway using Go under strict memory constraints?,Technical,Go,Python|JavaScript,EXP-PROD-MID,Mid,Medium,3,Understand,Behavioral,15,ESCO.354,ONET.378,technical|go|medium,High,Low,False,
Q01839,How would you scale a realtime data pipeline using SaaS with limited budget for cloud resources?,Domain Knowledge,SaaS,Healthcare|Fintech,EXP-CLOU-SEN,Senior,Expert,5,Analyze,Situational,15,ESCO.820,ONET.257,domain knowledge|saas|expert,Low,Low,False,Age
Q01840,Describe a time you had to rally a team after a major setback or failure.,Soft Skills,Leadership,Time Management|Leadership,EXP-CLOU-SEN,Senior,Medium,3,Create,Behavioral,13,ESCO.615,ONET.845,soft skills|leadership|medium,Low,Low,False,
Q01841,How would you troubleshoot a highly secure payment gateway using E-commerce with limited budget for cloud resources?,Domain Knowledge,E-commerce,Fintech|SaaS,EXP-ML E-JUN,Junior,Expert,5,Remember,Behavioral,8,ESCO.708,ONET.722,domain knowledge|e-commerce|expert,Low,Low,False,Gender
Q01842,Tell me about a time you had multiple competing high-priority deadlines. How did you manage?,Soft Skills,Time Management,Leadership|Adaptability,EXP-FRON-JUN,Junior,Easy,2,Create,Behavioral,11,ESCO.938,ONET.109,soft skills|time management|easy,Medium,Low,False,
Q01843,How do you communicate when you are blocked or behind on a deadline?,Soft Skills,Communication,Communication|Conflict Resolution,EXP-PROD-JUN,Junior,Easy,2,Analyze,Behavioral,11,ESCO.896,ONET.602,soft skills|communication|easy,Low,Low,False,Age
Q01844,How would you architect an offline-first mobile app backing service using AWS with a hard deadline of two weeks?,Technical,AWS,Docker|React,EXP-DATA-MID,Mid,Hard,4,Evaluate,Technical,13,ESCO.482,ONET.663,technical|aws|hard,High,Low,False,
Q01845,How would you scale a distributed microservices architecture using Fintech during a major compliance audit?,Domain Knowledge,Fintech,E-commerce|Healthcare,EXP-FRON-MID,Mid,Medium,3,Understand,Case Study,10,ESCO.655,ONET.674,domain knowledge|fintech|medium,High,Low,False,
Q01846,Tell me about a time you had to rapidly adapt to an unexpected change in project requirements.,Soft Skills,Adaptability,Leadership|Adaptability,EXP-PROD-SEN,Senior,Medium,3,Analyze,Behavioral,10,ESCO.472,ONET.631,soft skills|adaptability|medium,Low,Low,False,
Q01847,How would you scale a resource-constrained IoT ecosystem using E-commerce during a major compliance audit?,Domain Knowledge,E-commerce,SaaS|Fintech,EXP-DATA-MID,Mid,Easy,2,Analyze,Technical,4,ESCO.568,ONET.440,domain knowledge|e-commerce|easy,Low,Low,False,
Q01848,How would you implement a latency-sensitive trading platform using Security with limited budget for cloud resources?,System Design,Security,Scalability|Microservices,EXP-FRON-MID,Mid,Easy,2,Remember,Situational,7,ESCO.918,ONET.181,system design|security|easy,Low,Low,False,
Q01849,How would you secure a realtime data pipeline using SQL during a major compliance audit?,Technical,SQL,Kubernetes|SQL,EXP-DATA-JUN,Junior,Easy,2,Apply,Case Study,3,ESCO.980,ONET.303,technical|sql|easy,Medium,Low,False,
Q01850,How would you refactor a resource-constrained IoT ecosystem using Scalability with zero downtime?,System Design,Scalability,Scalability|API Design,EXP-DEVO-SEN,Senior,Hard,4,Understand,Case Study,11,ESCO.352,ONET.488,system design|scalability|hard,Low,Low,False,
Q01851,How have you dealt with a team member who consistently pushed back on your decisions?,Soft Skills,Conflict Resolution,Conflict Resolution|Adaptability,EXP-PROD-SEN,Senior,Hard,4,Evaluate,Behavioral,13,ESCO.520,ONET.906,soft skills|conflict resolution|hard,Low,Low,False,
Q01852,Describe a time you had to negotiate between two stakeholders with conflicting priorities.,Soft Skills,Communication,Time Management|Communication,EXP-PROD-MID,Mid,Expert,5,Evaluate,Behavioral,7,ESCO.803,ONET.228,soft skills|communication|expert,Low,Low,False,
Q01853,How would you troubleshoot an offline-first mobile app backing service using Microservices under strict memory constraints?,System Design,Microservices,Security|Scalability,EXP-CLOU-SEN,Senior,Expert,5,Remember,Technical,7,ESCO.130,ONET.899,system design|microservices|expert,Medium,Low,False,
Q01854,Describe a project you delivered under a very tight deadline. What tradeoffs did you make?,Soft Skills,Time Management,Conflict Resolution|Leadership,EXP-PROD-MID,Mid,Hard,4,Evaluate,Behavioral,11,ESCO.378,ONET.293,soft skills|time management|hard,Medium,Low,False,Culture
Q01855,How would you troubleshoot an offline-first mobile app backing service using EdTech while maintaining backward compatibility?,Domain Knowledge,EdTech,Healthcare|EdTech,EXP-QA E-MID,Mid,Easy,2,Apply,Technical,12,ESCO.463,ONET.361,domain knowledge|edtech|easy,Low,Low,False,
Q01856,How would you implement a resource-constrained IoT ecosystem using Healthcare with limited budget for cloud resources?,Domain Knowledge,Healthcare,SaaS|E-commerce,EXP-FRON-JUN,Junior,Hard,4,Understand,Behavioral,3,ESCO.214,ONET.524,domain knowledge|healthcare|hard,High,Low,False,
Q01857,How would you troubleshoot a latency-sensitive trading platform using Scalability with zero downtime?,System Design,Scalability,Security|Database Design,EXP-PROD-MID,Mid,Hard,4,Create,Behavioral,9,ESCO.828,ONET.317,system design|scalability|hard,Low,Low,False,
Q01858,How would you architect a resource-constrained IoT ecosystem using Python during a major compliance audit?,Technical,Python,JavaScript|Docker,EXP-SOFT-JUN,Junior,Expert,5,Evaluate,Behavioral,5,ESCO.799,ONET.829,technical|python|expert,Low,Low,False,
Q01859,How would you secure a distributed microservices architecture using Security with limited budget for cloud resources?,System Design,Security,Scalability|Security,EXP-SOFT-SEN,Senior,Hard,4,Understand,Technical,8,ESCO.830,ONET.459,system design|security|hard,Medium,Low,False,
Q01860,How would you scale a resource-constrained IoT ecosystem using Healthcare with a hard deadline of two weeks?,Domain Knowledge,Healthcare,SaaS|EdTech,EXP-BACK-JUN,Junior,Easy,2,Create,Technical,3,ESCO.241,ONET.524,domain knowledge|healthcare|easy,Medium,Low,False,
Q01861,Tell me about the most important hiring decision you made. What was your process?,Soft Skills,Leadership,Adaptability|Time Management,EXP-SOFT-MID,Mid,Hard,4,Remember,Behavioral,10,ESCO.845,ONET.690,soft skills|leadership|hard,Low,Low,False,Culture
Q01862,How would you refactor an offline-first mobile app backing service using Fintech while ensuring 99.99% uptime?,Domain Knowledge,Fintech,Fintech|E-commerce,EXP-SOFT-MID,Mid,Expert,5,Apply,Situational,5,ESCO.849,ONET.885,domain knowledge|fintech|expert,Low,Low,False,Gender
Q01863,How would you optimize an offline-first mobile app backing service using Healthcare with a hard deadline of two weeks?,Domain Knowledge,Healthcare,EdTech|SaaS,EXP-ML E-SEN,Senior,Easy,2,Remember,Case Study,11,ESCO.673,ONET.223,domain knowledge|healthcare|easy,Low,Low,False,
Q01864,How would you optimize a highly secure payment gateway using Kubernetes with a globally distributed team?,Technical,Kubernetes,React|AWS,EXP-ML E-JUN,Junior,Expert,5,Evaluate,Behavioral,12,ESCO.518,ONET.781,technical|kubernetes|expert,Low,Low,False,
Q01865,Describe a situation where you joined a new team mid-project. How did you get up to speed?,Soft Skills,Adaptability,Conflict Resolution|Time Management,EXP-SOFT-SEN,Senior,Expert,5,Apply,Behavioral,15,ESCO.945,ONET.784,soft skills|adaptability|expert,Low,Low,False,Culture
Q01866,How would you migrate a distributed microservices architecture using Docker while ensuring 99.99% uptime?,Technical,Docker,Python|Node.js,EXP-FRON-JUN,Junior,Easy,2,Evaluate,Case Study,14,ESCO.821,ONET.882,technical|docker|easy,Low,Low,False,
Q01867,How would you secure a resource-constrained IoT ecosystem using AWS during a major compliance audit?,Technical,AWS,Kubernetes|Node.js,EXP-PROD-SEN,Senior,Hard,4,Evaluate,Technical,13,ESCO.811,ONET.808,technical|aws|hard,Low,Low,False,
Q01868,How would you scale a highly secure payment gateway using Healthcare with a globally distributed team?,Domain Knowledge,Healthcare,Fintech|SaaS,EXP-CLOU-MID,Mid,Hard,4,Create,Situational,15,ESCO.448,ONET.504,domain knowledge|healthcare|hard,Low,Low,False,
Q01869,Give an example of when your original plan completely fell apart. What did you do?,Soft Skills,Adaptability,Leadership|Time Management,EXP-BACK-JUN,Junior,Hard,4,Analyze,Behavioral,12,ESCO.458,ONET.103,soft skills|adaptability|hard,Medium,Low,False,
Q01870,How do you estimate work and communicate timeline risks? Give a specific example.,Soft Skills,Time Management,Communication|Time Management,EXP-BACK-MID,Mid,Medium,3,Remember,Behavioral,5,ESCO.965,ONET.861,soft skills|time management|medium,Low,Low,False,Culture
Q01871,How have you developed the next generation of leaders on your team?,Soft Skills,Leadership,Adaptability|Leadership,EXP-ML E-SEN,Senior,Hard,4,Remember,Behavioral,6,ESCO.443,ONET.188,soft skills|leadership|hard,Low,Low,False,
Q01872,How would you refactor a highly secure payment gateway using React during a major compliance audit?,Technical,React,Go|Kubernetes,EXP-PROD-JUN,Junior,Expert,5,Create,Behavioral,3,ESCO.837,ONET.917,technical|react|expert,Low,Low,False,
Q01873,Tell me about a time your schedule was disrupted by an urgent issue.,Soft Skills,Time Management,Time Management|Communication,EXP-PROD-JUN,Junior,Hard,4,Understand,Behavioral,11,ESCO.463,ONET.813,soft skills|time management|hard,Low,Low,False,
Q01874,Tell me about a technical presentation that did not land well. What happened?,Soft Skills,Communication,Conflict Resolution|Communication,EXP-DATA-JUN,Junior,Easy,2,Understand,Behavioral,14,ESCO.582,ONET.944,soft skills|communication|easy,Medium,Low,False,
Q01875,How would you secure a distributed microservices architecture using Node.js while maintaining backward compatibility?,Technical,Node.js,Docker|Python,EXP-PROD-SEN,Senior,Medium,3,Understand,Technical,15,ESCO.301,ONET.799,technical|node.js|medium,Low,Low,False,
Q01876,How would you architect a legacy monolithic system using React with zero downtime?,Technical,React,Go|Docker,EXP-FRON-SEN,Senior,Easy,2,Apply,Case Study,6,ESCO.550,ONET.203,technical|react|easy,Low,Low,False,
Q01877,How would you secure a distributed microservices architecture using SQL with zero downtime?,Technical,SQL,Java|Go,EXP-QA E-MID,Mid,Hard,4,Apply,Situational,14,ESCO.951,ONET.807,technical|sql|hard,Low,Low,False,
Q01878,How would you migrate a distributed microservices architecture using Microservices while maintaining backward compatibility?,System Design,Microservices,Scalability|Database Design,EXP-QA E-MID,Mid,Medium,3,Create,Case Study,6,ESCO.763,ONET.716,system design|microservices|medium,Low,Low,False,
Q01879,How do you stay effective when priorities shift frequently? Share a specific example.,Soft Skills,Adaptability,Leadership|Communication,EXP-BACK-MID,Mid,Expert,5,Evaluate,Behavioral,13,ESCO.788,ONET.630,soft skills|adaptability|expert,Medium,Low,False,
Q01880,How would you secure a highly secure payment gateway using Security under strict memory constraints?,System Design,Security,API Design|Scalability,EXP-CLOU-MID,Mid,Hard,4,Remember,Behavioral,5,ESCO.439,ONET.111,system design|security|hard,Low,Low,False,
Q01881,How would you implement a high-traffic web application using API Design with limited budget for cloud resources?,System Design,API Design,API Design|Security,EXP-SOFT-SEN,Senior,Hard,4,Evaluate,Case Study,6,ESCO.245,ONET.672,system design|api design|hard,Low,Low,False,
Q01882,How would you scale a latency-sensitive trading platform using Database Design with limited budget for cloud resources?,System Design,Database Design,API Design|Security,EXP-DATA-SEN,Senior,Medium,3,Remember,Situational,8,ESCO.679,ONET.877,system design|database design|medium,Low,Low,False,Gender
Q01883,How would you architect a distributed microservices architecture using Security with a hard deadline of two weeks?,System Design,Security,Scalability|Security,EXP-SOFT-JUN,Junior,Medium,3,Evaluate,Situational,8,ESCO.906,ONET.861,system design|security|medium,Low,Low,False,
