calibration_id,question_id,answer_quality,answer_text,score,score_rationale,key_indicators,key_points,missing_elements,rubric_id,domain,primary_skill
CAL005843,Q01948,Average,"I can scale it basically using Go, but I might struggle with under strict memory constraints.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Go
CAL005844,Q01948,Strong,"I have deep expertise with Go. I would scale a highly secure payment gateway by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Go
CAL005845,Q01949,Poor,I do not know how to refactor a high-traffic web application using Microservices.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
CAL005846,Q01949,Average,"I can refactor it basically using Microservices, but I might struggle with during a major compliance audit.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL005847,Q01949,Strong,"I have deep expertise with Microservices. I would refactor a high-traffic web application by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL005848,Q01950,Poor,I do not know how to optimize a highly secure payment gateway using Conflict Resolution.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Conflict Resolution
CAL005849,Q01950,Average,"I can optimize it basically using Conflict Resolution, but I might struggle with under strict memory constraints.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Conflict Resolution
CAL005850,Q01950,Strong,"I have deep expertise with Conflict Resolution. I would optimize a highly secure payment gateway by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Conflict Resolution
CAL005851,Q01951,Poor,I do not know how to implement a realtime data pipeline using EdTech.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,EdTech
CAL005852,Q01951,Average,"I can implement it basically using EdTech, but I might struggle with while ensuring 99.99% uptime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,EdTech
CAL005853,Q01951,Strong,"I have deep expertise with EdTech. I would implement a realtime data pipeline by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,EdTech
CAL005854,Q01952,Poor,I do not know how to implement a distributed microservices architecture using Adaptability.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Adaptability
CAL005855,Q01952,Average,"I can implement it basically using Adaptability, but I might struggle with with limited budget for cloud resources.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Adaptability
CAL005856,Q01952,Strong,"I have deep expertise with Adaptability. I would implement a distributed microservices architecture by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Adaptability
CAL005857,Q01953,Poor,I do not know how to debug a high-traffic web application using Fintech.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Fintech
CAL005858,Q01953,Average,"I can debug it basically using Fintech, but I might struggle with with zero downtime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Fintech
CAL005859,Q01953,Strong,"I have deep expertise with Fintech. I would debug a high-traffic web application by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL005860,Q01954,Poor,I do not know how to architect a resource-constrained IoT ecosystem using Adaptability.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Adaptability
CAL005861,Q01954,Average,"I can architect it basically using Adaptability, but I might struggle with with limited budget for cloud resources.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Adaptability
CAL005862,Q01954,Strong,"I have deep expertise with Adaptability. I would architect a resource-constrained IoT ecosystem by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Adaptability
CAL005863,Q01955,Poor,I do not know how to scale a distributed microservices architecture using Microservices.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
CAL005864,Q01955,Average,"I can scale it basically using Microservices, but I might struggle with during a major compliance audit.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL005865,Q01955,Strong,"I have deep expertise with Microservices. I would scale a distributed microservices architecture by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL005866,Q01956,Poor,I do not know how to migrate a distributed microservices architecture using SQL.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,SQL
CAL005867,Q01956,Average,"I can migrate it basically using SQL, but I might struggle with under strict memory constraints.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,SQL
CAL005868,Q01956,Strong,"I have deep expertise with SQL. I would migrate a distributed microservices architecture by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,SQL
CAL005869,Q01957,Poor,I do not know how to optimize a distributed microservices architecture using Docker.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Docker
CAL005870,Q01957,Average,"I can optimize it basically using Docker, but I might struggle with under strict memory constraints.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Docker
CAL005871,Q01957,Strong,"I have deep expertise with Docker. I would optimize a distributed microservices architecture by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Docker
CAL005872,Q01958,Poor,I do not know how to migrate a legacy monolithic system using Communication.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Communication
