question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q01251,How would you secure a highly secure payment gateway using Conflict Resolution under strict memory constraints? (Variant 1251),Soft Skills,Conflict Resolution,Time Management|Leadership,EXP-PROD-MID,Mid,Easy,2,Create,Case Study,14,ESCO.201,ONET.703,soft skills|conflict resolution|easy,Medium,Low,False,None
Q01252,How would you design a legacy monolithic system using E-commerce with a hard deadline of two weeks? (Variant 1252),Domain Knowledge,E-commerce,Healthcare|Fintech,EXP-QA E-SEN,Senior,Hard,4,Remember,Situational,13,ESCO.577,ONET.941,domain knowledge|e-commerce|hard,Low,Low,False,Age
Q01253,How would you secure a high-traffic web application using Conflict Resolution with zero downtime? (Variant 1253),Soft Skills,Conflict Resolution,Adaptability|Communication,EXP-QA E-MID,Mid,Easy,2,Remember,Case Study,5,ESCO.671,ONET.641,soft skills|conflict resolution|easy,Low,Low,False,None
Q01254,How would you optimize a realtime data pipeline using Node.js with limited budget for cloud resources? (Variant 1254),Technical,Node.js,Docker|JavaScript,EXP-ML E-MID,Mid,Easy,2,Analyze,Behavioral,11,ESCO.806,ONET.624,technical|node.js|easy,Low,Low,False,None
Q01255,How would you design a realtime data pipeline using SaaS while maintaining backward compatibility? (Variant 1255),Domain Knowledge,SaaS,Fintech|E-commerce,EXP-FRON-JUN,Junior,Hard,4,Understand,Behavioral,10,ESCO.999,ONET.529,domain knowledge|saas|hard,Low,Low,False,None
Q01256,How would you refactor a highly secure payment gateway using Scalability while ensuring 99.99% uptime? (Variant 1256),System Design,Scalability,API Design|Microservices,EXP-SOFT-JUN,Junior,Medium,3,Create,Situational,13,ESCO.988,ONET.400,system design|scalability|medium,Low,Low,False,None
Q01257,How would you architect a legacy monolithic system using SQL during a major compliance audit? (Variant 1257),Technical,SQL,AWS|SQL,EXP-FRON-SEN,Senior,Hard,4,Analyze,Situational,9,ESCO.782,ONET.583,technical|sql|hard,Low,Low,False,None
Q01258,How would you refactor a distributed microservices architecture using Database Design with a globally distributed team? (Variant 1258),System Design,Database Design,Microservices|Scalability,EXP-SOFT-MID,Mid,Easy,2,Analyze,Situational,5,ESCO.497,ONET.174,system design|database design|easy,Low,Low,False,Gender
Q01259,How would you implement a highly secure payment gateway using Database Design with a hard deadline of two weeks? (Variant 1259),System Design,Database Design,Microservices|Database Design,EXP-BACK-JUN,Junior,Medium,3,Apply,Situational,11,ESCO.167,ONET.325,system design|database design|medium,Low,Low,False,None
Q01260,How would you debug a highly secure payment gateway using React with limited budget for cloud resources? (Variant 1260),Technical,React,JavaScript|Go,EXP-SOFT-SEN,Senior,Expert,5,Analyze,Situational,15,ESCO.926,ONET.831,technical|react|expert,Low,Low,False,None
Q01261,How would you optimize a resource-constrained IoT ecosystem using Security during a major compliance audit? (Variant 1261),System Design,Security,Microservices|Security,EXP-SOFT-JUN,Junior,Hard,4,Remember,Behavioral,15,ESCO.382,ONET.610,system design|security|hard,Low,Low,False,None
Q01262,How would you migrate an offline-first mobile app backing service using Adaptability with zero downtime? (Variant 1262),Soft Skills,Adaptability,Conflict Resolution|Adaptability,EXP-QA E-SEN,Senior,Easy,2,Understand,Behavioral,10,ESCO.604,ONET.437,soft skills|adaptability|easy,Medium,Low,False,None
Q01263,How would you debug a highly secure payment gateway using Scalability with a globally distributed team? (Variant 1263),System Design,Scalability,Database Design|API Design,EXP-BACK-SEN,Senior,Easy,2,Create,Case Study,5,ESCO.332,ONET.851,system design|scalability|easy,Low,Low,False,None
Q01264,How would you architect a highly secure payment gateway using E-commerce while maintaining backward compatibility? (Variant 1264),Domain Knowledge,E-commerce,Fintech|Healthcare,EXP-SOFT-SEN,Senior,Expert,5,Remember,Behavioral,10,ESCO.308,ONET.162,domain knowledge|e-commerce|expert,Medium,Low,False,None
Q01265,How would you debug a legacy monolithic system using Time Management while maintaining backward compatibility? (Variant 1265),Soft Skills,Time Management,Leadership|Communication,EXP-DATA-JUN,Junior,Expert,5,Apply,Situational,6,ESCO.642,ONET.116,soft skills|time management|expert,Medium,Low,False,Age
Q01266,How would you optimize a resource-constrained IoT ecosystem using E-commerce while ensuring 99.99% uptime? (Variant 1266),Domain Knowledge,E-commerce,SaaS|Fintech,EXP-DATA-SEN,Senior,Medium,3,Apply,Situational,15,ESCO.869,ONET.503,domain knowledge|e-commerce|medium,Low,Low,False,None
Q01267,How would you refactor an offline-first mobile app backing service using SaaS with limited budget for cloud resources? (Variant 1267),Domain Knowledge,SaaS,SaaS|Healthcare,EXP-DATA-MID,Mid,Easy,2,Analyze,Case Study,13,ESCO.311,ONET.247,domain knowledge|saas|easy,Low,Low,False,None
Q01268,How would you debug a highly secure payment gateway using E-commerce with limited budget for cloud resources? (Variant 1268),Domain Knowledge,E-commerce,Healthcare|E-commerce,EXP-PROD-JUN,Junior,Expert,5,Create,Case Study,12,ESCO.153,ONET.516,domain knowledge|e-commerce|expert,Medium,Low,False,None
Q01269,How would you architect a resource-constrained IoT ecosystem using Scalability during a major compliance audit? (Variant 1269),System Design,Scalability,Database Design|Scalability,EXP-SOFT-JUN,Junior,Hard,4,Remember,Technical,10,ESCO.304,ONET.691,system design|scalability|hard,Low,Low,False,None
Q01270,How would you implement a high-traffic web application using Conflict Resolution with limited budget for cloud resources? (Variant 1270),Soft Skills,Conflict Resolution,Time Management|Adaptability,EXP-SOFT-MID,Mid,Expert,5,Evaluate,Case Study,10,ESCO.827,ONET.447,soft skills|conflict resolution|expert,Low,Low,False,None
Q01271,How would you optimize a resource-constrained IoT ecosystem using Time Management with a hard deadline of two weeks? (Variant 1271),Soft Skills,Time Management,Communication|Time Management,EXP-QA E-SEN,Senior,Medium,3,Analyze,Technical,5,ESCO.161,ONET.823,soft skills|time management|medium,Low,Low,False,Gender
Q01272,How would you architect a legacy monolithic system using API Design while maintaining backward compatibility? (Variant 1272),System Design,API Design,API Design|Microservices,EXP-FRON-JUN,Junior,Easy,2,Analyze,Technical,3,ESCO.898,ONET.401,system design|api design|easy,Low,Low,False,Age
Q01273,How would you optimize a highly secure payment gateway using Leadership under strict memory constraints? (Variant 1273),Soft Skills,Leadership,Conflict Resolution|Communication,EXP-DATA-JUN,Junior,Expert,5,Evaluate,Behavioral,6,ESCO.698,ONET.977,soft skills|leadership|expert,Medium,Low,False,None
Q01274,How would you refactor a legacy monolithic system using Healthcare during a major compliance audit? (Variant 1274),Domain Knowledge,Healthcare,SaaS|Fintech,EXP-SOFT-MID,Mid,Expert,5,Evaluate,Behavioral,4,ESCO.561,ONET.575,domain knowledge|healthcare|expert,Medium,Low,False,None
Q01275,How would you troubleshoot a distributed microservices architecture using Microservices with a hard deadline of two weeks? (Variant 1275),System Design,Microservices,Microservices|Scalability,EXP-BACK-JUN,Junior,Medium,3,Understand,Technical,9,ESCO.955,ONET.569,system design|microservices|medium,Low,Low,False,Gender
Q01276,How would you debug a high-traffic web application using API Design while ensuring 99.99% uptime? (Variant 1276),System Design,API Design,API Design|Database Design,EXP-FRON-SEN,Senior,Easy,2,Evaluate,Technical,12,ESCO.133,ONET.859,system design|api design|easy,Low,Low,False,Gender
Q01277,How would you troubleshoot a distributed microservices architecture using Adaptability with a globally distributed team? (Variant 1277),Soft Skills,Adaptability,Communication|Adaptability,EXP-ML E-SEN,Senior,Medium,3,Analyze,Technical,11,ESCO.981,ONET.189,soft skills|adaptability|medium,Low,Low,False,None
Q01278,How would you secure a latency-sensitive trading platform using Fintech with a globally distributed team? (Variant 1278),Domain Knowledge,Fintech,E-commerce|SaaS,EXP-QA E-MID,Mid,Expert,5,Analyze,Case Study,13,ESCO.439,ONET.943,domain knowledge|fintech|expert,Low,Low,False,Age
Q01279,How would you design a realtime data pipeline using Microservices under strict memory constraints? (Variant 1279),System Design,Microservices,API Design|Microservices,EXP-FRON-MID,Mid,Expert,5,Apply,Behavioral,9,ESCO.866,ONET.607,system design|microservices|expert,High,Low,False,None
Q01280,How would you design a latency-sensitive trading platform using AWS while maintaining backward compatibility? (Variant 1280),Technical,AWS,React|Python,EXP-DATA-SEN,Senior,Medium,3,Remember,Situational,15,ESCO.945,ONET.406,technical|aws|medium,Medium,Low,False,None
Q01281,How would you architect an offline-first mobile app backing service using Communication with a globally distributed team? (Variant 1281),Soft Skills,Communication,Communication|Conflict Resolution,EXP-PROD-JUN,Junior,Medium,3,Understand,Technical,3,ESCO.271,ONET.350,soft skills|communication|medium,Low,Low,False,None
Q01282,How would you refactor a distributed microservices architecture using Conflict Resolution with limited budget for cloud resources? (Variant 1282),Soft Skills,Conflict Resolution,Conflict Resolution|Adaptability,EXP-CLOU-MID,Mid,Easy,2,Understand,Case Study,12,ESCO.616,ONET.932,soft skills|conflict resolution|easy,Low,Low,False,None
Q01283,How would you refactor a legacy monolithic system using Time Management while ensuring 99.99% uptime? (Variant 1283),Soft Skills,Time Management,Communication|Time Management,EXP-DATA-MID,Mid,Easy,2,Evaluate,Behavioral,8,ESCO.677,ONET.864,soft skills|time management|easy,Medium,Low,False,Culture
Q01284,How would you design a legacy monolithic system using Adaptability while ensuring 99.99% uptime? (Variant 1284),Soft Skills,Adaptability,Leadership|Time Management,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Case Study,8,ESCO.995,ONET.726,soft skills|adaptability|hard,Low,Low,False,None
Q01285,How would you debug a legacy monolithic system using Leadership with limited budget for cloud resources? (Variant 1285),Soft Skills,Leadership,Time Management|Adaptability,EXP-DEVO-JUN,Junior,Hard,4,Apply,Technical,4,ESCO.115,ONET.493,soft skills|leadership|hard,Low,Low,False,None
Q01286,How would you troubleshoot a latency-sensitive trading platform using AWS with zero downtime? (Variant 1286),Technical,AWS,React|AWS,EXP-ML E-JUN,Junior,Expert,5,Remember,Technical,4,ESCO.593,ONET.481,technical|aws|expert,Low,Low,False,None
Q01287,How would you migrate a realtime data pipeline using Healthcare while maintaining backward compatibility? (Variant 1287),Domain Knowledge,Healthcare,SaaS|Fintech,EXP-DATA-MID,Mid,Easy,2,Evaluate,Case Study,4,ESCO.559,ONET.928,domain knowledge|healthcare|easy,Medium,Low,False,None
Q01288,How would you optimize a legacy monolithic system using Node.js with a hard deadline of two weeks? (Variant 1288),Technical,Node.js,React|JavaScript,EXP-SOFT-SEN,Senior,Hard,4,Create,Technical,8,ESCO.463,ONET.110,technical|node.js|hard,Low,Low,False,None
Q01289,How would you debug a realtime data pipeline using Kubernetes while ensuring 99.99% uptime? (Variant 1289),Technical,Kubernetes,Docker|AWS,EXP-BACK-JUN,Junior,Expert,5,Create,Technical,7,ESCO.577,ONET.719,technical|kubernetes|expert,High,Low,False,None
Q01290,How would you scale a highly secure payment gateway using Scalability with limited budget for cloud resources? (Variant 1290),System Design,Scalability,Security|Microservices,EXP-BACK-JUN,Junior,Medium,3,Create,Behavioral,7,ESCO.890,ONET.655,system design|scalability|medium,Low,Low,False,None
Q01291,How would you debug a high-traffic web application using Healthcare with a globally distributed team? (Variant 1291),Domain Knowledge,Healthcare,Fintech|Healthcare,EXP-BACK-MID,Mid,Easy,2,Understand,Situational,10,ESCO.833,ONET.655,domain knowledge|healthcare|easy,Low,Low,False,Culture
Q01292,How would you debug a highly secure payment gateway using Adaptability with zero downtime? (Variant 1292),Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-QA E-MID,Mid,Expert,5,Create,Case Study,5,ESCO.514,ONET.907,soft skills|adaptability|expert,Low,Low,False,None
Q01293,How would you secure a realtime data pipeline using Database Design with a globally distributed team? (Variant 1293),System Design,Database Design,Scalability|Security,EXP-SOFT-SEN,Senior,Expert,5,Understand,Technical,5,ESCO.287,ONET.990,system design|database design|expert,Low,Low,False,None
Q01294,How would you debug a legacy monolithic system using API Design while maintaining backward compatibility? (Variant 1294),System Design,API Design,Database Design|API Design,EXP-PROD-JUN,Junior,Hard,4,Understand,Behavioral,4,ESCO.971,ONET.273,system design|api design|hard,Medium,Low,False,None
Q01295,How would you architect a high-traffic web application using Python with a globally distributed team? (Variant 1295),Technical,Python,AWS|SQL,EXP-ML E-JUN,Junior,Medium,3,Create,Case Study,3,ESCO.237,ONET.519,technical|python|medium,Low,Low,False,None
Q01296,How would you architect a distributed microservices architecture using Docker while ensuring 99.99% uptime? (Variant 1296),Technical,Docker,Java|Python,EXP-SOFT-JUN,Junior,Medium,3,Evaluate,Behavioral,3,ESCO.855,ONET.878,technical|docker|medium,Low,Low,False,None
Q01297,How would you design an offline-first mobile app backing service using Fintech during a major compliance audit? (Variant 1297),Domain Knowledge,Fintech,Fintech|E-commerce,EXP-ML E-JUN,Junior,Easy,2,Create,Behavioral,9,ESCO.121,ONET.641,domain knowledge|fintech|easy,Low,Low,False,None
Q01298,How would you migrate an offline-first mobile app backing service using Fintech with limited budget for cloud resources? (Variant 1298),Domain Knowledge,Fintech,SaaS|EdTech,EXP-DATA-MID,Mid,Expert,5,Apply,Technical,14,ESCO.638,ONET.830,domain knowledge|fintech|expert,High,Low,False,None
Q01299,How would you refactor a highly secure payment gateway using API Design with a hard deadline of two weeks? (Variant 1299),System Design,API Design,Microservices|API Design,EXP-CLOU-SEN,Senior,Expert,5,Create,Technical,6,ESCO.789,ONET.213,system design|api design|expert,Low,Low,False,Age
Q01300,How would you scale a realtime data pipeline using SQL with zero downtime? (Variant 1300),Technical,SQL,Java|React,EXP-PROD-JUN,Junior,Easy,2,Analyze,Situational,7,ESCO.936,ONET.394,technical|sql|easy,Low,Low,False,None
